제목,작성자,작성일,URL,본문,댓글데이터,댓글개수
성대 영상 추합 도나요?,깜자1,2024-12-24 16:01:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28640101?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,성대 영상 전화 추합 돌고 있나요??,[작성자:에나낭|내용:혹시 예비 몇 번이신지 여쭤봐도 될까요?|날짜:2024.12.24. 17:19] || [작성자:에나낭|내용:혹시 예비 몇 번이신지 여쭤봐도 될까요?|날짜:2024.12.24. 17:19] || [작성자:에나낭|내용:혹시 예비 몇 번이신지 여쭤봐도 될까요?|날짜:2024.12.24. 17:19] || [작성자:에나낭|내용:혹시 예비 몇 번이신지 여쭤봐도 될까요?|날짜:2024.12.24. 17:19] || [작성자:unknown|내용:2024.12.24. 17:19답글쓰기0|날짜:2024.12.24. 17:19] || [작성자:unknown|내용:2024.12.24. 17:19답글쓰기|날짜:2024.12.24. 17:19],6
한양대 서류 학종 전화 돌고 있나요?,대학합격시닉변,2024-12-24 15:57:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28640036?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,.,[작성자:메이라이노지|내용:저도 애타네요 ㅜ|날짜:2024.12.24. 15:58] || [작성자:메이라이노지|내용:저도 애타네요 ㅜ|날짜:2024.12.24. 15:58] || [작성자:메이라이노지|내용:저도 애타네요 ㅜ|날짜:2024.12.24. 15:58] || [작성자:메이라이노지|내용:저도 애타네요 ㅜ|날짜:2024.12.24. 15:58] || [작성자:unknown|내용:2024.12.24. 15:58답글쓰기0|날짜:2024.12.24. 15:58] || [작성자:unknown|내용:2024.12.24. 15:58답글쓰기|날짜:2024.12.24. 15:58],6
성대 n수생,lilllilililiiiiiil,2024-12-24 15:50:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639945?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,성대 공학계열 융합형 합격하신분들중에 n수생잇ㅇ나여ㅜㅜ,[작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown],4
서강대 수시접수시 기숙사신청 받았나요?,꿈꾸는고딩맘,2024-12-24 15:48:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639924?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,따로 체크한 기억이 없는데 지인이 이미 신청받았다고 해서요. 고대는 기숙사신청여부 있었던게 분명히 기억나는데 서강대는 없었던것같은데.. TT,[작성자:첼리나105|내용:서강대 원서 접수시에 있었어요.|날짜:2024.12.24. 15:50] || [작성자:첼리나105|내용:서강대 원서 접수시에 있었어요.|날짜:2024.12.24. 15:50] || [작성자:첼리나105|내용:서강대 원서 접수시에 있었어요.|날짜:2024.12.24. 15:50] || [작성자:첼리나105|내용:서강대 원서 접수시에 있었어요.|날짜:2024.12.24. 15:50] || [작성자:unknown|내용:2024.12.24. 15:50답글쓰기0|날짜:2024.12.24. 15:50] || [작성자:unknown|내용:2024.12.24. 15:50답글쓰기|날짜:2024.12.24. 15:50],6
성글경 학종 전화 추합 받았어요!!,5거ㅓ,2024-12-24 15:39:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639825?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,"사과계도 노예비였는데 3차 추합되고, 글경도 노예비였는데 방금 전화 받았네요 ㅠㅠ",[작성자:우주먼디|내용:와 축하드려요!!!|날짜:2024.12.24. 15:40] || [작성자:우주먼디|내용:와 축하드려요!!!|날짜:2024.12.24. 15:40] || [작성자:우주먼디|내용:와 축하드려요!!!|날짜:2024.12.24. 15:40] || [작성자:우주먼디|내용:와 축하드려요!!!|날짜:2024.12.24. 15:40] || [작성자:unknown|내용:2024.12.24. 15:40답글쓰기1|날짜:2024.12.24. 15:40] || [작성자:unknown|내용:2024.12.24. 15:40답글쓰기|날짜:2024.12.24. 15:40],6
전화 추합되길!!,young포에버,2024-12-24 15:35:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639788?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,"노예비지만 추합으로 꼭 합격할 수 있으면 좋겠네요!! 전화를 기다리고 있습니다🍀🍀간절한 마음으로 기다리고 있는게 저뿐만 아니라는 사실이 조금 위로가 되네요. 원래 소중한 것은 간절하게 가져야 하는 법이니까 여러분 모두 너무 스트레스 받지 말고, 좋은 결과 있으시길 같이 기도하고 있을께요☺️우리 조금만 힘내서 기다립시다!! ​",[작성자:케이크좋아|내용:오늘부터 전화추합 기다리고 있는데 작성자분 글 보고 위로 받고 갑니다 작성자분도 전화추합 꼭 되길 바래요! 기다리는 시간 동안 너무 스트레스 받지 않길 바랍니다… 다들 힘내세요!! 파이팅🍀🍀|날짜:2024.12.24. 15:40] || [작성자:케이크좋아|내용:오늘부터 전화추합 기다리고 있는데 작성자분 글 보고 위로 받고 갑니다 작성자분도 전화추합 꼭 되길 바래요! 기다리는 시간 동안 너무 스트레스 받지 않길 바랍니다… 다들 힘내세요!! 파이팅🍀🍀|날짜:2024.12.24. 15:40] || [작성자:unknown|내용:오늘부터 전화추합 기다리고 있는데 작성자분 글 보고 위로 받고 갑니다 작성자분도 전화추합 꼭 되길 바래요! 기다리는 시간 동안 너무 스트레스 받지 않길 바랍니다… 다들 힘내세요!! 파이팅🍀🍀|날짜:unknown] || [작성자:케이크좋아|내용:오늘부터 전화추합 기다리고 있는데 작성자분 글 보고 위로 받고 갑니다 작성자분도 전화추합 꼭 되길 바래요! 기다리는 시간 동안 너무 스트레스 받지 않길 바랍니다… 다들 힘내세요!! 파이팅🍀🍀|날짜:2024.12.24. 15:40] || [작성자:케이크좋아|내용:오늘부터 전화추합 기다리고 있는데 작성자분 글 보고 위로 받고 갑니다 작성자분도 전화추합 꼭 되길 바래요! 기다리는 시간 동안 너무 스트레스 받지 않길 바랍니다… 다들 힘내세요!! 파이팅🍀🍀|날짜:2024.12.24. 15:40] || [작성자:unknown|내용:오늘부터 전화추합 기다리고 있는데 작성자분 글 보고 위로 받고 갑니다 작성자분도 전화추합 꼭 되길 바래요! 기다리는 시간 동안 너무 스트레스 받지 않길 바랍니다… 다들 힘내세요!! 파이팅🍀🍀|날짜:unknown] || [작성자:unknown|내용:2024.12.24. 15:40답글쓰기1|날짜:2024.12.24. 15:40] || [작성자:unknown|내용:2024.12.24. 15:40답글쓰기|날짜:2024.12.24. 15:40],8
빠져요) 서강대 교과 경영 빠져요,illlillliillliil,2024-12-24 15:33:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639763?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,제곧내입니당서강대 교과(지균) 경영 빠져요!5차추합돼서 빠져요!! 이번 교과 엄청 빡빡하더라구요 그치만!! 마지막까지 끝난 게 아니니까요 기다리시는 모든 분들 꼭꼭 좋은 결과가 기다리고 있을 거예요 !! 🤍🤍크리스마스 잘 보내세요❤️❤️,[작성자:Qmapd1120|내용:혹시 실례가 안 된다면 대략적인 내신을 여쭤봐도 될까요? ㅠㅠ 추합 기다리는데 대략적으로 알고 싶어서 이렇게라도 댓글 남겨봅니다…!!|날짜:2024.12.24. 15:34] || [작성자:Qmapd1120|내용:혹시 실례가 안 된다면 대략적인 내신을 여쭤봐도 될까요? ㅠㅠ 추합 기다리는데 대략적으로 알고 싶어서 이렇게라도 댓글 남겨봅니다…!!|날짜:2024.12.24. 15:34] || [작성자:unknown|내용:혹시 실례가 안 된다면 대략적인 내신을 여쭤봐도 될까요? ㅠㅠ 추합 기다리는데 대략적으로 알고 싶어서 이렇게라도 댓글 남겨봅니다…!!|날짜:unknown] || [작성자:Qmapd1120|내용:혹시 실례가 안 된다면 대략적인 내신을 여쭤봐도 될까요? ㅠㅠ 추합 기다리는데 대략적으로 알고 싶어서 이렇게라도 댓글 남겨봅니다…!!|날짜:2024.12.24. 15:34] || [작성자:Qmapd1120|내용:혹시 실례가 안 된다면 대략적인 내신을 여쭤봐도 될까요? ㅠㅠ 추합 기다리는데 대략적으로 알고 싶어서 이렇게라도 댓글 남겨봅니다…!!|날짜:2024.12.24. 15:34] || [작성자:unknown|내용:혹시 실례가 안 된다면 대략적인 내신을 여쭤봐도 될까요? ㅠㅠ 추합 기다리는데 대략적으로 알고 싶어서 이렇게라도 댓글 남겨봅니다…!!|날짜:unknown] || [작성자:unknown|내용:2024.12.24. 15:34답글쓰기1|날짜:2024.12.24. 15:34] || [작성자:unknown|내용:2024.12.24. 15:34답글쓰기|날짜:2024.12.24. 15:34],8
성대 전화추합,lilllilililiiiiiil,2024-12-24 15:32:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639740?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,만약에 추합전화 올때 제가 계속 다른 사람이랑 전화하고 있으면 기회 그냥 넘어가는건가요...,[작성자:꼬꼬몽야옹|내용:비상연락망으로 전화옵니다. 그래도 학생 본인은 전화통 잡고 있어야죠!!!|날짜:2024.12.24. 15:33] || [작성자:꼬꼬몽야옹|내용:비상연락망으로 전화옵니다. 그래도 학생 본인은 전화통 잡고 있어야죠!!!|날짜:2024.12.24. 15:33] || [작성자:꼬꼬몽야옹|내용:비상연락망으로 전화옵니다. 그래도 학생 본인은 전화통 잡고 있어야죠!!!|날짜:2024.12.24. 15:33] || [작성자:꼬꼬몽야옹|내용:비상연락망으로 전화옵니다. 그래도 학생 본인은 전화통 잡고 있어야죠!!!|날짜:2024.12.24. 15:33] || [작성자:unknown|내용:2024.12.24. 15:33답글쓰기0|날짜:2024.12.24. 15:33] || [작성자:unknown|내용:2024.12.24. 15:33답글쓰기|날짜:2024.12.24. 15:33],6
성대 학추 전화 받으신분,재수없다정외,2024-12-24 15:32:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639735?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,학추도 돌고 있나요?? 왜 학추 쓰신 분들 받았다는 글이 하나도 안 보이죠 ㅜ,댓글없음,0
성대 전화추합 후 등록,올해합격고고,2024-12-24 15:30:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639720?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,좀전에 성대 전화추합통보받았어요~눈물나고 당황하고해서 뒤에 절차가 생각이안나요성대홈피에 합격자등록절차는 몇시에 해야하나요?지금은 기간이아니라고떠요,[작성자:호수호수호수|내용:축하드려요 어느 과이실까요?|날짜:2024.12.24. 15:31] || [작성자:호수호수호수|내용:축하드려요 어느 과이실까요?|날짜:2024.12.24. 15:31] || [작성자:호수호수호수|내용:축하드려요 어느 과이실까요?|날짜:2024.12.24. 15:31] || [작성자:호수호수호수|내용:축하드려요 어느 과이실까요?|날짜:2024.12.24. 15:31] || [작성자:unknown|내용:2024.12.24. 15:31답글쓰기0|날짜:2024.12.24. 15:31] || [작성자:unknown|내용:2024.12.24. 15:31답글쓰기|날짜:2024.12.24. 15:31],6
성균관대 학추 전화,수특2,2024-12-24 15:30:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639711?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,학추 전화로 돌고있는거 맞나요?? 알 수 있는게 없어서 참 답답하네요,[작성자:선비0515|내용:네 지금 열심히 돌리고 있어서 합격자 분들 있으시네요|날짜:2024.12.24. 15:30] || [작성자:선비0515|내용:네 지금 열심히 돌리고 있어서 합격자 분들 있으시네요|날짜:2024.12.24. 15:30] || [작성자:선비0515|내용:네 지금 열심히 돌리고 있어서 합격자 분들 있으시네요|날짜:2024.12.24. 15:30] || [작성자:선비0515|내용:네 지금 열심히 돌리고 있어서 합격자 분들 있으시네요|날짜:2024.12.24. 15:30] || [작성자:unknown|내용:2024.12.24. 15:30답글쓰기0|날짜:2024.12.24. 15:30] || [작성자:unknown|내용:2024.12.24. 15:30답글쓰기|날짜:2024.12.24. 15:30],6
성대 전화추합,Insomnia012,2024-12-24 15:28:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639690?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,성대 전화추합 아직 돌고 있나요?? ㅠ.ㅠ,"[작성자:아유요걸|내용:돌고있기는 한듯요
근데 저희에게는 아직 없네요|날짜:2024.12.24. 15:30] || [작성자:아유요걸|내용:돌고있기는 한듯요
근데 저희에게는 아직 없네요|날짜:2024.12.24. 15:30] || [작성자:아유요걸|내용:돌고있기는 한듯요
근데 저희에게는 아직 없네요|날짜:2024.12.24. 15:30] || [작성자:아유요걸|내용:돌고있기는 한듯요
근데 저희에게는 아직 없네요|날짜:2024.12.24. 15:30] || [작성자:unknown|내용:2024.12.24. 15:30답글쓰기0|날짜:2024.12.24. 15:30] || [작성자:unknown|내용:2024.12.24. 15:30답글쓰기|날짜:2024.12.24. 15:30]",6
성대 건설환경공학부,대학가야하는데힝구리,2024-12-24 15:25:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639649?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,추합 많이 빠지고 있나요...전화 왔으면 좋겠네요ㅠㅠㅜㅜ,댓글없음,0
성대 자전 탐구형,음하하핫냥냥,2024-12-24 15:17:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639562?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,성대 자전 탐구형 어디까지 돌았을까요?지금 기다리시는 분들은 다 노예비이실까요..? 생각보다 정보가 없어서 막막하네요... ㅜㅜ,댓글없음,0
📌2025년 제6회 한양대 정책학과 포럼 개최 안내‼️,liklililililililiiil,2024-12-24 15:15:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639536?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,"2025년 제6회 한양대학교 정책학과 포럼 개최 안내​​🎊안녕하세요 한양대학교 정책학과 포럼기획단입니다!🎊​2025년 2월 1일 포럼기획단이 <제6회 포럼 : 태어난 김에 정책일주>를 개최합니다‼️작년 포럼 여러분들의 많은 관심과 참여 덕분에 올해도 포럼을 개최할 수 있게 되어 매우 설렙니다!😺🎉​이번 포럼에서는 ‘여행’을 테마로 하여 재미있고 색다르게 정책학과의 특별한 교육과정인 ‘PPEL 교육과정’을 체험할 수 있는 기회를 준비했습니다🙌 궁금하시죠❓​정책학과에 대해 그 누구보다 잘 알아갈 수 있는 기회가 생긴답니다!​1. 재학생, 졸업생, 교수님의 강연2. 다양한 게임을 즐길 수 있는 부스 체험3. 재학생과 교류할 수 있는 재학생 멘토링4. 포럼 속 ‘유퀴즈’를 즐겨볼 수 있는 네트워킹 파티​“지금부터 재판을 시작하지.”“협력 me or 배신 me?”“너 T야? 아니 나 F인데?”“구름 위 경제학!”이번 포럼의 부스의 한 줄 소개입니다 한 줄 소개만 봐도 어떤 체험을 하게 될지 기대가 되지 않나요⁉️​다들 어떻게 하면 정책학과에 입학할 수 있는지 궁금해하실 텐데요. 포럼 속 ‘유퀴즈’를 즐겨볼 수 있는 네트워킹 파티와 재학생 멘토링을 통해 재학생 선배들의 👉 솔직한 입시 조언을 들어볼 수 있답니다👈 (내신? 생기부? 수시? 학종? 교과? 논술?)P.S. 네트워킹 파티에서는 입시, 학업 외에도 궁금한 대학생활을 재학생들에게 직접 물어볼 수 있는 기회가 있답니다!🤓​여러분 한창 입시에 관심이 많을 시기인데요, 오셔서 입시 관련 꿀팁 많이 받아가시고한양대학교 설캠 구경도 하면서 공부자극 받고 가세요✨📚​2025년 1월 19일 일요일 23시 59분까지 정책학과 포럼 참가신청 URL 및 QR 코드가 열립니다.참여를 희망하시는 분들은 늦지 않게 제출해주세요🫵🙆🏻‍♀️​로스쿨 희망, 법조계에 뿐만이 아니라, 경제, 철학 , 정치에 관심 있으신 분들도 환영합니다🎶한양대 정책학과 포럼기획단이 여러분들을 기다리고 있겠습니다🫶🫶​​​신청 링크 : https://forms.gle/z2RxSNWe3sFTP9Wz9​ ​",댓글없음,0
학추 추합되신 분들 내신이 어떻게 되나요??,Iliiillillillli,2024-12-24 15:11:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639472?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,"서강대 컴공, 성대 전전학추 2장 썼는데 노예비라서 지금 어디인지도 몰겠어요...혹시 예비 받으시거나 추합 되신분들 내신 어느정도인가요?",댓글없음,0
서성한 붙으신 분들 중에 중대 역사학과 빠지시는 분?,lllliiilllllll,2024-12-24 15:05:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639403?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,제곧내 입니다예비 1번이라 간절해요...,댓글없음,0
성대 전화 추합,성대야나붙여,2024-12-24 15:03:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639369?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,정원 외(농어촌) 돌고있나요?..,[작성자:흠냐잉|내용:돌고있을겁니다 니꾸님화이팅♥|날짜:2024.12.24. 15:09] || [작성자:흠냐잉|내용:돌고있을겁니다 니꾸님화이팅♥|날짜:2024.12.24. 15:09] || [작성자:unknown|내용:돌고있을겁니다 니꾸님화이팅♥|날짜:unknown] || [작성자:흠냐잉|내용:돌고있을겁니다 니꾸님화이팅♥|날짜:2024.12.24. 15:09] || [작성자:흠냐잉|내용:돌고있을겁니다 니꾸님화이팅♥|날짜:2024.12.24. 15:09] || [작성자:unknown|내용:돌고있을겁니다 니꾸님화이팅♥|날짜:unknown] || [작성자:unknown|내용:2024.12.24. 15:09답글쓰기0|날짜:2024.12.24. 15:09] || [작성자:unknown|내용:2024.12.24. 15:09답글쓰기|날짜:2024.12.24. 15:09],8
한양대 전화추합 돌 때 홈페이지 예비번호 갱신 되나요??,녜띄,2024-12-24 14:57:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639303?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,ㅠㅠㅠㅠㅠㅠㅠ​,[작성자:안테킨더|내용:저도 궁금|날짜:2024.12.24. 15:00] || [작성자:안테킨더|내용:저도 궁금|날짜:2024.12.24. 15:00] || [작성자:안테킨더|내용:저도 궁금|날짜:2024.12.24. 15:00] || [작성자:안테킨더|내용:저도 궁금|날짜:2024.12.24. 15:00] || [작성자:unknown|내용:2024.12.24. 15:00답글쓰기0|날짜:2024.12.24. 15:00] || [작성자:unknown|내용:2024.12.24. 15:00답글쓰기|날짜:2024.12.24. 15:00],6
사과계 융합 추합 받으신분??????,rkals2,2024-12-24 14:54:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639260?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,아직 사과계 돌고있나요?ㅜㅜㅜㅜㅜㅜㅜㅜ저진짜 간절한데.........흐ㅏㅜㅠㅠㅠㅠㅠㅠㅠ,[작성자:25학번성대지망생|내용:ㅜㅠ  사과계만 넘 조용해요..🥹🥹|날짜:2024.12.24. 16:44] || [작성자:25학번성대지망생|내용:ㅜㅠ  사과계만 넘 조용해요..🥹🥹|날짜:2024.12.24. 16:44] || [작성자:25학번성대지망생|내용:ㅜㅠ  사과계만 넘 조용해요..🥹🥹|날짜:2024.12.24. 16:44] || [작성자:25학번성대지망생|내용:ㅜㅠ  사과계만 넘 조용해요..🥹🥹|날짜:2024.12.24. 16:44] || [작성자:unknown|내용:2024.12.24. 16:44답글쓰기0|날짜:2024.12.24. 16:44] || [작성자:unknown|내용:2024.12.24. 16:44답글쓰기|날짜:2024.12.24. 16:44],6
성대 공학계열 추합❤️❤️❤️❤️❤️❤️❤️,yj25,2024-12-24 14:51:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639227?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,​,[작성자:당풀ㄹ|내용:축하드려요. 융합형이세요?|날짜:2024.12.24. 14:52] || [작성자:당풀ㄹ|내용:축하드려요. 융합형이세요?|날짜:2024.12.24. 14:52] || [작성자:당풀ㄹ|내용:축하드려요. 융합형이세요?|날짜:2024.12.24. 14:52] || [작성자:당풀ㄹ|내용:축하드려요. 융합형이세요?|날짜:2024.12.24. 14:52] || [작성자:unknown|내용:2024.12.24. 14:52답글쓰기0|날짜:2024.12.24. 14:52] || [작성자:unknown|내용:2024.12.24. 14:52답글쓰기|날짜:2024.12.24. 14:52],6
"서강대,성균관대,한양대",tigerksb06,2024-12-24 14:45:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639147?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,서강대 컴퓨터공학과성균관대 공학계열한양대 컴퓨터소프트웨어학부이렇게 3개 합격했는데 어디를 가야 할까요..?,[작성자:lovelyAmy44|내용:👍 일단 부럽고 시작합니다|날짜:2024.12.24. 14:46] || [작성자:lovelyAmy44|내용:👍 일단 부럽고 시작합니다|날짜:2024.12.24. 14:46] || [작성자:lovelyAmy44|내용:👍 일단 부럽고 시작합니다|날짜:2024.12.24. 14:46] || [작성자:lovelyAmy44|내용:👍 일단 부럽고 시작합니다|날짜:2024.12.24. 14:46] || [작성자:unknown|내용:2024.12.24. 14:46답글쓰기1|날짜:2024.12.24. 14:46] || [작성자:unknown|내용:2024.12.24. 14:46답글쓰기|날짜:2024.12.24. 14:46],6
사과계 융합,rkals2,2024-12-24 14:45:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639139?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,사과계 융합 1.8~1.9까지 내려온거같은데.................................2.0도 이제는 전화받을 수 있다고 간절히 바랍니다........제발.......................ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,댓글없음,0
성대 공학계열 학추,비너스리,2024-12-24 14:40:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639090?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,성균관대 공학계열 학추 전화추합받으신 분들 성대식 내신으로 얼마인가요?,[작성자:수시합격합격합격|내용:저도 궁금합니다~|날짜:2024.12.24. 15:21] || [작성자:수시합격합격합격|내용:저도 궁금합니다~|날짜:2024.12.24. 15:21] || [작성자:수시합격합격합격|내용:저도 궁금합니다~|날짜:2024.12.24. 15:21] || [작성자:수시합격합격합격|내용:저도 궁금합니다~|날짜:2024.12.24. 15:21] || [작성자:unknown|내용:2024.12.24. 15:21답글쓰기0|날짜:2024.12.24. 15:21] || [작성자:unknown|내용:2024.12.24. 15:21답글쓰기|날짜:2024.12.24. 15:21],6
한양대 전화왔어요ㅠㅠㅠㅠㅠ,재수없다정외,2024-12-24 14:35:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28639011?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,손이발발떨리네요😭😭😭😭,[작성자:illlilulllillullilly|내용:축하합니다~|날짜:2024.12.24. 14:35] || [작성자:illlilulllillullilly|내용:축하합니다~|날짜:2024.12.24. 14:35] || [작성자:illlilulllillullilly|내용:축하합니다~|날짜:2024.12.24. 14:35] || [작성자:illlilulllillullilly|내용:축하합니다~|날짜:2024.12.24. 14:35] || [작성자:unknown|내용:2024.12.24. 14:35답글쓰기0|날짜:2024.12.24. 14:35] || [작성자:unknown|내용:2024.12.24. 14:35답글쓰기|날짜:2024.12.24. 14:35],6
한양대 취소 환불 처리중??,illlllliilllli,2024-12-24 14:34:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28638996?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,다른 대학 붙어서 한양대 취소하려고해요어제 밤에는 환불 처리중이었는데오늘 보니 로그인이 안되는건 취소된거 맞겠죠...??이 상태에서 다른 대학 등록하면 될까요?,[작성자:liiillililllllllli|내용:무슨과세요?|날짜:2024.12.24. 14:34] || [작성자:liiillililllllllli|내용:무슨과세요?|날짜:2024.12.24. 14:34] || [작성자:liiillililllllllli|내용:무슨과세요?|날짜:2024.12.24. 14:34] || [작성자:liiillililllllllli|내용:무슨과세요?|날짜:2024.12.24. 14:34] || [작성자:unknown|내용:2024.12.24. 14:34답글쓰기0|날짜:2024.12.24. 14:34] || [작성자:unknown|내용:2024.12.24. 14:34답글쓰기|날짜:2024.12.24. 14:34],6
[성균관대] 전화추합시 오는 전화번호 좀 알려주세요~~,06새내기되보자,2024-12-24 14:22:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28638849?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,전화추합 하신분들~​성균관대 전화추합시 오는 전화번호 full 로 좀 알려주세요~~ ㅠ..ㅠ​​​​​,[작성자:킹서|내용:02(031)-760|날짜:2024.12.24. 14:27] || [작성자:킹서|내용:02(031)-760|날짜:2024.12.24. 14:27] || [작성자:킹서|내용:02(031)-760|날짜:2024.12.24. 14:27] || [작성자:킹서|내용:02(031)-760|날짜:2024.12.24. 14:27] || [작성자:unknown|내용:2024.12.24. 14:27답글쓰기0|날짜:2024.12.24. 14:27] || [작성자:unknown|내용:2024.12.24. 14:27답글쓰기|날짜:2024.12.24. 14:27],6
성대 추합 가능성,Kyjyj,2024-12-24 14:18:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28638802?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,"지방 일반고전체 1.8-9주요과목 1.6수학과학은 거의 다 1,2컨설팅 시 생기부 좋다 평가​재수생​자연과학계열 융합형작년에 떨어져봄(ㅠㅠ)​의대증원이랑 서연고 추합 등등 사실 이게 변수가 될지는 모르겠지만..​추합 가능성 있을까요?지금 이거 하나 남았는데거의 체념한 상태이긴 한데..ㅠㅠ일반고는 아무래도 많이 힘들겠죠?ㅠ",[작성자:아님2|내용:아직 시간이 남았으니 같이 힘내보아요 ^^ 화이팅~|날짜:2024.12.24. 14:48] || [작성자:아님2|내용:아직 시간이 남았으니 같이 힘내보아요 ^^ 화이팅~|날짜:2024.12.24. 14:48] || [작성자:아님2|내용:아직 시간이 남았으니 같이 힘내보아요 ^^ 화이팅~|날짜:2024.12.24. 14:48] || [작성자:아님2|내용:아직 시간이 남았으니 같이 힘내보아요 ^^ 화이팅~|날짜:2024.12.24. 14:48] || [작성자:unknown|내용:2024.12.24. 14:48답글쓰기0|날짜:2024.12.24. 14:48] || [작성자:unknown|내용:2024.12.24. 14:48답글쓰기|날짜:2024.12.24. 14:48],6
융합 사과계,rkals2,2024-12-24 14:17:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28638787?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=26,표준편차 10초-중 정도되는 평반고 2.0입니다ㅠㅠㅠㅠ 생기부 괜찮다는 평 너무 들어서 서류에 꽤나 자신있었는데 노예비에 아직까지 기미가 없으니까 그냥...제가들었던말은 다 뭐였나싶네요 흐어ㅠㅠㅠ 2.0이 성대를 바란게 너무 큰.....목표였을까요 아직 노예비이신분들 꼭 같이 .. 전화받아요ㅠㅠ!!!!,[작성자:누ㅡㄱ세영|내용:저도 2.0인데 성대 기다리고 있어요…. ㅋㅋㅠ|날짜:2024.12.24. 14:22] || [작성자:누ㅡㄱ세영|내용:저도 2.0인데 성대 기다리고 있어요…. ㅋㅋㅠ|날짜:2024.12.24. 14:22] || [작성자:누ㅡㄱ세영|내용:저도 2.0인데 성대 기다리고 있어요…. ㅋㅋㅠ|날짜:2024.12.24. 14:22] || [작성자:누ㅡㄱ세영|내용:저도 2.0인데 성대 기다리고 있어요…. ㅋㅋㅠ|날짜:2024.12.24. 14:22] || [작성자:unknown|내용:2024.12.24. 14:22답글쓰기1|날짜:2024.12.24. 14:22] || [작성자:unknown|내용:2024.12.24. 14:22답글쓰기|날짜:2024.12.24. 14:22],6
