제목,작성자,작성일,URL,본문,댓글데이터,댓글개수
현우진 수능완성 ㅋㅋ,CONAS,2025-08-19 07:23:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28930133?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=24,2022 드릴 수1 Chapter.3 수열 20번이랑2013 EBS 수능완성 69페이지 15번 문항이랑토씨 하나 안 틀리고 똑같은데 메가스터디 저작권센터에신고하면 되나요??,"[작성자:재정고|내용:그거 이미 한참 지난 떡밥입니다...ㅎㅎ
신고를 하려해도 누가 이미 했을거고 되게 이슈됐던 문제입니다.|날짜:2025.08.19. 08:50] || [작성자:재정고|내용:그거 이미 한참 지난 떡밥입니다...ㅎㅎ
신고를 하려해도 누가 이미 했을거고 되게 이슈됐던 문제입니다.|날짜:2025.08.19. 08:50] || [작성자:재정고|내용:그거 이미 한참 지난 떡밥입니다...ㅎㅎ
신고를 하려해도 누가 이미 했을거고 되게 이슈됐던 문제입니다.|날짜:2025.08.19. 08:50] || [작성자:재정고|내용:그거 이미 한참 지난 떡밥입니다...ㅎㅎ
신고를 하려해도 누가 이미 했을거고 되게 이슈됐던 문제입니다.|날짜:2025.08.19. 08:50] || [작성자:unknown|내용:2025.08.19. 08:50답글쓰기0|날짜:2025.08.19. 08:50] || [작성자:unknown|내용:2025.08.19. 08:50답글쓰기|날짜:2025.08.19. 08:50]",6
미적분 문제집 질문드려요,진팬,2025-08-19 02:11:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28930091?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,미적분 개념은 다 돌리고 기출을 푸는 중인데 뭔가 계속 막히는 느낌이 들어서요 기출 전에 간단히 개념을 체화하기 위한 문제집을 풀고 싶은데요 주변에서는n기출3점 모음이나 어삼쉬사를 그냥 풀라고 하더라고요혹시 추천해주실만한 문제집 있으실까요? 아니면 개념을 빠르게 한바퀴 다시 도는 편이 좋을까요?,[작성자:dnsnneisidhbxv|내용:굳이 할거면 n기출 3점?|날짜:2025.08.19. 02:45] || [작성자:dnsnneisidhbxv|내용:굳이 할거면 n기출 3점?|날짜:2025.08.19. 02:45] || [작성자:dnsnneisidhbxv|내용:굳이 할거면 n기출 3점?|날짜:2025.08.19. 02:45] || [작성자:dnsnneisidhbxv|내용:굳이 할거면 n기출 3점?|날짜:2025.08.19. 02:45] || [작성자:unknown|내용:2025.08.19. 02:45답글쓰기0|날짜:2025.08.19. 02:45] || [작성자:unknown|내용:2025.08.19. 02:45답글쓰기|날짜:2025.08.19. 02:45],6
물화생지 문제집 추천,무리한도전하는욕심,2025-08-19 00:57:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28930041?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,제목 그대로입니다물리 생명 화학 지구 문제집 추천부탁드려요다 기초도 안돼있어서 처음부터 다 사야돼서 개념서부터 하나하나 다 추천해주시면 감사하겠습니다.제 목표는 1등급입니다.,[작성자:케빈데브라위넝|내용:4개를 내신에서다해요?|날짜:2025.08.19. 01:31] || [작성자:케빈데브라위넝|내용:4개를 내신에서다해요?|날짜:2025.08.19. 01:31] || [작성자:케빈데브라위넝|내용:4개를 내신에서다해요?|날짜:2025.08.19. 01:31] || [작성자:케빈데브라위넝|내용:4개를 내신에서다해요?|날짜:2025.08.19. 01:31] || [작성자:unknown|내용:2025.08.19. 01:31답글쓰기0|날짜:2025.08.19. 01:31] || [작성자:unknown|내용:2025.08.19. 01:31답글쓰기|날짜:2025.08.19. 01:31],6
수시원서 관련해서 질문드립니다.,미스위,2025-08-18 23:42:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28929938?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"안녕하세요, 작년에 경북대 붙고 재수를 결심해 지금까지 하고있는 재수생입니다.​본격적인 질문에 앞서 내신등급과, 최근 평균 모의고사 성적을 알려드리면 내신: 3.0수능언매 2(백분위 90~92정도), 미적 1(백분위 98~100) 영어 2화학1 2~3, 생명1은 2 정도입니다.수학을 잘해서 수리논술을 쓸려고 하는데, 상향or우주상향을 안 쓰면 수리논술을 하는 의미가 없으므로 현재 정시 성적대보다 높은 한양대 이상을 쓰려고 합니다.그러나 마음 한 켠으로는 수리논술을 떨어지고, 작년에 제가 수능을 망쳤어서 올해 안에 대학을 못가면 어떡하지라는 생각도 약간은 듭니다.그래서 전 수시원서에 학종 경북대를 하나 끼울것인가 말것인가가 굉장히 고민됩니다.. 사실 지금 정시 성적으론 경북대는 쉽게 뚫리긴 합니다만 올해 부모님께서 입시를 끝내라고 하시고 3수는 못시켜주신다고 하셔서 많이 고민되네요..","[작성자:듬성듬성|내용:수시는 상향으로만 쓰고 정시로 도전이 좋아 보이너요~
까짓것 망쳐도 내실력이니 맞춰서 가면 되고 납치보단 낫지 않나요|날짜:2025.08.20. 04:24] || [작성자:듬성듬성|내용:수시는 상향으로만 쓰고 정시로 도전이 좋아 보이너요~
까짓것 망쳐도 내실력이니 맞춰서 가면 되고 납치보단 낫지 않나요|날짜:2025.08.20. 04:24] || [작성자:듬성듬성|내용:수시는 상향으로만 쓰고 정시로 도전이 좋아 보이너요~
까짓것 망쳐도 내실력이니 맞춰서 가면 되고 납치보단 낫지 않나요|날짜:2025.08.20. 04:24] || [작성자:듬성듬성|내용:수시는 상향으로만 쓰고 정시로 도전이 좋아 보이너요~
까짓것 망쳐도 내실력이니 맞춰서 가면 되고 납치보단 낫지 않나요|날짜:2025.08.20. 04:24] || [작성자:unknown|내용:2025.08.20. 04:24답글쓰기1|날짜:2025.08.20. 04:24] || [작성자:unknown|내용:2025.08.20. 04:24답글쓰기|날짜:2025.08.20. 04:24]",6
수분감 24문제 6시간걸림,iwantmath1grade,2025-08-18 23:23:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28929901?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,풀고 인강듣고 하니까 6시간 지낫는데 제가 좀 심각하게 오래걸리는건가요..?,[작성자:뚝딱허수판독기|내용:실력이 부족하면 오래 걸리는거죠.|날짜:2025.08.18. 23:29] || [작성자:뚝딱허수판독기|내용:실력이 부족하면 오래 걸리는거죠.|날짜:2025.08.18. 23:29] || [작성자:뚝딱허수판독기|내용:실력이 부족하면 오래 걸리는거죠.|날짜:2025.08.18. 23:29] || [작성자:뚝딱허수판독기|내용:실력이 부족하면 오래 걸리는거죠.|날짜:2025.08.18. 23:29] || [작성자:unknown|내용:2025.08.18. 23:29답글쓰기0|날짜:2025.08.18. 23:29] || [작성자:unknown|내용:2025.08.18. 23:29답글쓰기|날짜:2025.08.18. 23:29],6
수학 무물보 46탄입니다,apqmeo,2025-08-18 21:55:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28929761?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"수학 파이널 학습법, 내신대비 관련 질문 댓글로 해주시면 답글드릴게요~~~",[작성자:uhuhug|내용:실모 풀면 50후반에서 60점대에만 머물러있는 4등급 인데 남은 기간  뭐 해야 안정 3등급 나올까요…?|날짜:2025.08.19. 01:42] || [작성자:uhuhug|내용:실모 풀면 50후반에서 60점대에만 머물러있는 4등급 인데 남은 기간  뭐 해야 안정 3등급 나올까요…?|날짜:2025.08.19. 01:42] || [작성자:uhuhug|내용:실모 풀면 50후반에서 60점대에만 머물러있는 4등급 인데 남은 기간  뭐 해야 안정 3등급 나올까요…?|날짜:2025.08.19. 01:42] || [작성자:uhuhug|내용:실모 풀면 50후반에서 60점대에만 머물러있는 4등급 인데 남은 기간  뭐 해야 안정 3등급 나올까요…?|날짜:2025.08.19. 01:42] || [작성자:unknown|내용:2025.08.19. 01:42답글쓰기0|날짜:2025.08.19. 01:42] || [작성자:unknown|내용:2025.08.19. 01:42답글쓰기|날짜:2025.08.19. 01:42],6
진짜 너무 무서워요..,지친,2025-08-18 20:57:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28929660?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,모고때 쭉 1 뜨다가 진짜로 수능때 1-2등급씩 떨어진다구요…?이랬다는 엔수생 분들 진짜 많으시네요ㅠㅠㅠ현역 정시파이터인데 너무너무 무섭습니다………..ㅜㅜㅜㅜㅜㅜㅜ,"[작성자:beene|내용:제친구는 맨날 수학 4다가 수능날 딱 3맞았어요.. 미끄러진 분들도 있지만 자기 실력대로 보시는분들도, 운좋아서 잘보는 분들도 있습니다 걱정마셔요|날짜:2025.08.18. 21:14] || [작성자:beene|내용:제친구는 맨날 수학 4다가 수능날 딱 3맞았어요.. 미끄러진 분들도 있지만 자기 실력대로 보시는분들도, 운좋아서 잘보는 분들도 있습니다 걱정마셔요|날짜:2025.08.18. 21:14] || [작성자:beene|내용:제친구는 맨날 수학 4다가 수능날 딱 3맞았어요.. 미끄러진 분들도 있지만 자기 실력대로 보시는분들도, 운좋아서 잘보는 분들도 있습니다 걱정마셔요|날짜:2025.08.18. 21:14] || [작성자:beene|내용:제친구는 맨날 수학 4다가 수능날 딱 3맞았어요.. 미끄러진 분들도 있지만 자기 실력대로 보시는분들도, 운좋아서 잘보는 분들도 있습니다 걱정마셔요|날짜:2025.08.18. 21:14] || [작성자:unknown|내용:2025.08.18. 21:14답글쓰기0|날짜:2025.08.18. 21:14] || [작성자:unknown|내용:2025.08.18. 21:14답글쓰기|날짜:2025.08.18. 21:14]",6
수능 생명 수학,Neonaz,2025-08-18 16:08:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28929254?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"수능 최저 맞출건데 생명 4등급이 쉬워요? 수학 4등급이 쉬워요?3567순서로 수학은 3344, 생명은 3455​",[작성자:잼수리|내용:당연 생명이요개념 문항만 공략하면 충분히4이상 나옵니다|날짜:2025.08.18. 16:15] || [작성자:잼수리|내용:당연 생명이요개념 문항만 공략하면 충분히4이상 나옵니다|날짜:2025.08.18. 16:15] || [작성자:잼수리|내용:당연 생명이요개념 문항만 공략하면 충분히4이상 나옵니다|날짜:2025.08.18. 16:15] || [작성자:잼수리|내용:당연 생명이요개념 문항만 공략하면 충분히4이상 나옵니다|날짜:2025.08.18. 16:15] || [작성자:unknown|내용:2025.08.18. 16:15답글쓰기0|날짜:2025.08.18. 16:15] || [작성자:unknown|내용:2025.08.18. 16:15답글쓰기|날짜:2025.08.18. 16:15],6
설치 vs 지방의,짜라빠빠41,2025-08-18 16:04:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28929248?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,님들이라면 어디갈것같아요?,[작성자:oplk1233|내용:설치|날짜:2025.08.18. 16:35] || [작성자:oplk1233|내용:설치|날짜:2025.08.18. 16:35] || [작성자:oplk1233|내용:설치|날짜:2025.08.18. 16:35] || [작성자:oplk1233|내용:설치|날짜:2025.08.18. 16:35] || [작성자:unknown|내용:2025.08.18. 16:35답글쓰기0|날짜:2025.08.18. 16:35] || [작성자:unknown|내용:2025.08.18. 16:35답글쓰기|날짜:2025.08.18. 16:35],6
생명과학1 4뜨는데 공부를 어떻게 해야할지 모르겠어요,iliililliliillil,2025-08-18 15:02:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28929146?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,일단은 수특이랑 기출문제집 하고있어요그런데 매번 틀리는 이유가 달라져서 개념에서 특별히 취약한 부분이 어딘지 모르겠습니다..(유전파트는 가계도 빼곤 다 맞고 근수축은 가끔 맞고 가끔 틀립니다. 막전위 문제 못풀어요.. 그리고 나머지 자잘한 곳에서 몇개 틀립니다)메가 백호가 좋대서 살까 고민중인데 지금 하는거나 잘할까요? ㅠㅠ오답은 매번 하고있습니다 7모 이후로 모의고사를 연습한 적이 없어서 실력이 늘었는지 아닌지는 모르겠어요,댓글없음,0
국어 모의고사 공부법,hasuyeon07,2025-08-18 12:53:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928864?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,지금 고3인데 지금까지 모의고사 본거 보면 3모때 딱 한 번 3뜨고 계속 4등급 뜨는데 기출은 한 번 한 상태인데 어떻게 공부하면 좋을까요? ㅠㅠ 수능 때 3이라도 뜨고 싶어요 ㅠㅠ,[작성자:정외2222|내용:기출 회독 + 사설 실모 + ebs연계|날짜:2025.08.18. 13:01] || [작성자:정외2222|내용:기출 회독 + 사설 실모 + ebs연계|날짜:2025.08.18. 13:01] || [작성자:정외2222|내용:기출 회독 + 사설 실모 + ebs연계|날짜:2025.08.18. 13:01] || [작성자:정외2222|내용:기출 회독 + 사설 실모 + ebs연계|날짜:2025.08.18. 13:01] || [작성자:unknown|내용:2025.08.18. 13:01답글쓰기0|날짜:2025.08.18. 13:01] || [작성자:unknown|내용:2025.08.18. 13:01답글쓰기|날짜:2025.08.18. 13:01],6
화학2 해설지가 이해가 안 되어서 질문드려요. 답변 주실 분 있을까요?,용인천사,2025-08-18 10:31:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928723?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,1. 두번째 풀이에서 용질의 양을 같다고 가정해서 얻는 이점을 모르겠음. 265p 2019.04.19 에서는 용매의 양이 같다는 가정이 있어서 용매의 양을 같다고 하고 비율써서 푸는게 합리적으로 보였음. 그런데 267p 2023.04.16 에서는 (나) 용액을 첨가하는 것임. 2. 설령 같다고 가정하고 풀더라도 밑줄 친 (가) 180 기준 380 x (3/2) 가 어떤 식인지 모르겠음,댓글없음,0
한완수 한완기 지금 해도 되나요,lIlllllIlllIlIllIl,2025-08-18 09:16:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928633?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,수학은 3정도 뜨고 잘나오면 2후반 정도 나옵니다​시대인재 서바 공통 단과수업 듣고 있어서 실모 엔제는 풀고 있는데 학군지 아닌 곳에서 내신대비만 하던 현역이라 기출분석이 안 되어 있습니다...한완수 한완기 지금 해도 괜찮을까요? 시대컨이랑 병행하기 힘들까요...? 아님 그냥 5개년 기출 뽑아서 분석을 하는 게 나을까요?,댓글없음,0
고3 수능 앞둔 지금 꼭 해야할 국어공부법,힘찬 나날을 위해,2025-08-18 08:50:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928611?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"고3 수능앞둔 지금 국어 꼭 풀어봐야할 문제집 있을까요?아님 도움이 되는 인강이나?아이가 방학때 학원을 다녔는데 난이도가 안 맞아 못다니고 혼자서 한다하는데 인강만 듣고 문제는 안푸는것 같아요~모고도 안푼다하는데 답답해서 올려봅니다 3모,6모 국어 5등급 나왔습니다.지금시점에서 꼭 풀어보고 되짚어봐야하는 문제집 있을까요?",댓글없음,0
국어 정답률 몇부터 낮은거라 생각함? 투표,ruirui08,2025-08-18 07:58:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928577?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,무기명 투표 중정답률75706560555045403530 투표하기 투표자 보기투표자 0명확인전체 투표자 보기투표자 0명확인 ​,댓글없음,0
홍준용T 커리,Dongguk27,2025-08-18 00:24:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928422?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,고2고 섬개완 유전 전까지 했는데 특히 근수축 풀이가 너무 사후적인 것 같아서 홍준용T로 갈아타고싶은데...​섬개완 하던거는 마무리 짓고 택앤스+프리즘을 할까요? 아니면 섬개완 아예 드랍하고 핀셋부터 택앤스로 갈까요?,[작성자:갑자기는 없어|내용:개념 어느정도 된 상태면 바로 택앤스 추천드려요!|날짜:2025.08.18. 00:42] || [작성자:갑자기는 없어|내용:개념 어느정도 된 상태면 바로 택앤스 추천드려요!|날짜:2025.08.18. 00:42] || [작성자:갑자기는 없어|내용:개념 어느정도 된 상태면 바로 택앤스 추천드려요!|날짜:2025.08.18. 00:42] || [작성자:갑자기는 없어|내용:개념 어느정도 된 상태면 바로 택앤스 추천드려요!|날짜:2025.08.18. 00:42] || [작성자:unknown|내용:2025.08.18. 00:42답글쓰기0|날짜:2025.08.18. 00:42] || [작성자:unknown|내용:2025.08.18. 00:42답글쓰기|날짜:2025.08.18. 00:42],6
영어 모의고사 문제집 추천,상승상,2025-08-18 00:19:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928412?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,1~2등급 번갈아 가면서 나오고 일단 자이스토리는 다 풀었습니다2211(3모 5모 6모 7모) 나왔습니다수능특강도 영어독해연습까지 다 풀었고 수능완성도 일단 사두었습니다N제 중심으로 풀라고 들었는데 어떤 N제부터 풀면 좋을까요?최저 맞추는 거라서 영어가 주력카드입니다​,댓글없음,0
영단어 암기와 주어동사 체크만 해왔는데요 ;ㅁ;,뿔뿔뿔,2025-08-17 23:38:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928353?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"여태 매일 단어 암기(수특,수완,기출), 주어 동사 체크하며 공부했었습니다3모 1, 5모2, 6모1, 7모1 모두 안정적으로 나왔는데 여태 영어 모고가 모두 쉬웠어서 제 실력은 아닌것같고, 모의고사 풀면서 확신을 가지고 푸는 느낌은 거의 없었어요그런데 오늘 조정식 선생님의 '믿어봐 문장편' 강의 설명을 보니...​■ 믿어봐 문장편[강의 특징]1. 영어로 된 문장을 해석하고 이해하게 되는 강의2. 주어, 동사 찾기가 아닌 실전적 해석법3. 학문적 구문론이 아닌, 유연한 사고를 통한 언어로서의 영어를 습득하는 법 제시[수강 효과]1. 문법 용어에 매달리는 학문적 구문론이 아닌 수능 시험에 적합한 실전적 해석법을 익혀, 자연스럽게 영어 문장을 해석하게 됨2. 문장의 정보를 정리해 이해하는 방법 터득​■ 믿어봐 글편[강의 특징]1. 영어 지문을 읽는 본질적인 방법을 알려주는 강의2. 지문을 어떻게 읽고, 또 글의 정보를 어떤 방식으로 정리하는지 알려주는 강의3. 흔히 영어 과목에서 ‘강’이라고 말하는 무의식적으로 지문을 읽어가는 행위를,의식의 영역으로 끄집어 내어 일관된 방식으로 글을 관통하는 법을 익히는 강의4. 글의 정보를 정리하여 핵심 주제를 찾아, 대의파악 유형에 적용하는 연습[수강 효과]1. 감으로 지문을 읽는 습관을 벗어나, 일관된 방식으로 지문을 읽는 법을 터득​​전부 저에게 해당하는 것 같지만 확신이 안 서서요...주변 영어 1등급 중 혼자한다는 친구, 선배들이 많기도 해요그래서 들어보기 전에 ​1. 혼자하는 영어와 강의듣는 영어의 차이2. 듣고 달라진점, 장점+3. 확실해 편은 어떤지4. 교재는 어떤지​궁금해서 글 올립니다ㅠㅡㅠ글 보시는 분들 모두 행복한 수능날 되세욜",댓글없음,0
반갑습니다,lliliilliilliiillii,2025-08-17 23:11:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928309?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,올해 수능 다들 화이팅해요!!,댓글없음,0
방이동영어학원 수능내신마스터반 개강 (송파구중등&고등 소수정예 명품관리로 100% 성적향상을 이끄는 이곳),기상충,2025-08-17 22:37:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928252?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"​​ ​​송파방이동영어학원추천이필요하다면요이곳을진짜추천해요​​ ​​​내신과 수능 두마리 토끼가 잡히는 곳고등내신과 중등내신고등수능과 중등선행​소수정예 반정원 9명 이내로고려대 연세대 이화여대 성균관대 등​명문대 영어교육과 강사진과 조교진이학교별 수준별 책임 담임제로 자신 있게 가르치고 관리합니다.​​​ 대치에이플러스 학원 재원생 열공 풍경 (수업후 클리닉 타임) ​​​​ ​​방이동영어학원만의 완벽복습시스템​일명 당일깨기시스템은대치에이플러스 학원만의 특장점 시스템으로학생들의 성적 향상 넘버원 비결이에요​다가오는 9월 다가오는 중간고사대비최정예 학생들을 모집한다는 소식이예요​ ​이곳 원장님은 고려대 출신 대치동 유명 대형학원 마감강사 경력에대입 컨설팅 업체도 운영한다 하니 믿을만 해요​​아래는 원장님이 직접 운영하는 유튜브!​​대치동 양선생 - YouTube 대치동 양선생 ＜점수로 직결되는 핀셋강의, 실전에 강해지는 수능영어! ＞ | 대치에이플러스 입시전문학원 | 대표원장 소개 고려대학교(안암) 졸업 대입영어 강의경력 10년 ↑ 전) 2015~2019 대치에이플러스 입시학원 설립 운영 (대치관) [대입실적 多] 현) 2019~ 대치에이플러스 영어수학전문학원 대표 (현 송파관 I 강동관) 현) 온라인 기반 원격 교육관 운영 (전국 지역 비대면 티칭 전문) 현) 2020~ PK독학재수(재학)학원 (PK대치스파르타) 대치본원, 송파방이본원 등 전국 직영센터 공동운영 (PKSTUDY.CO.KR) [대한민국 ... www.youtube.com ​​방이동영어학원 송파 강동 잠실지역영어학원 선택에 고민이라면 입시전문​대치에이플러스 학원을 추천해요​영어, 수학, 입시에 강한 학원시험에 강한 영어전문학원이 방이동방이역 4번출구 인근에 바로 위치해있어요​ ​송파와 강동 지역에 직영센터를원장님이 직접 운영하고 있어 접근성도 용이해요​무엇보다 체계적인 영어교육프로그램과학교별 내신전문성과 수능 고득점 노하우를가득 갖춘 방이동영어학원을 찾는다면​​ ​​​​ ​​​ ​​​대치에이플러스 학원은 송파구 방이동에위치한 영어 수학 전문학원으로영어 강사진과 조교진이 명문대 출신에 최고의 관리력을 뽐내요​이곳의 원장님은 방이역 인근에 관리형독서실스파르타 관리형스터디카페 를 운영하며재원생들 전원 이용 혜택을 주는 등 학생들 교육에정말 진심이신 듯 해요​​​ ​​ ​​​​[고등 전문관]방산고, 오금고, 가락고, 보성고, 보인고등학교문정고, 둔촌고, 창덕여고, 잠실여고, 영파여고​[중등 전문관]가락중, 방산중, 오륜중, 오주중, 문정중학교방이중, 송파중, 보성중, 보인중, 잠실중, 세륜중​- 전임강사 5명 + 전임조교 7명 + 관리실장 2명 -​ 학교별 체계적인 관리수준별 입체적인 지도학생별 개인맞춤 관리재원생 진로진학 상담관리형 스파르타 운영 ​​ 인근 관리형독서실 동시 운영 (재원생 이용 혜택 제공) ​​​""중간고사 기말고사 대비는 물론 훗날 수능까지만점 시험지를 휘날리는 그날까지""​​대한민국 대표 수험생 카페수만휘와 함께합니다!​​ ​​​​ 대치에이플러스 : 네이버 블로그 ◈ 대학 진학 토털 솔루션, 대치에이플러스! ◈ 대학입시전문관 전국 직영센터 운영 ◈ 강남, 수도권, 전국권역 영수전문학원 및 스파르타학원 운영 ◈ 송파&강동 영수전문학원 (수능내신 I 영어수학교육) + PK독학재수학원(PK대치스파르타) 송파방이본원 & 대치본원 등 재수/재학 관리형코칭센터 동시운영! ◈ 고려대 출신 강사경력 15년 베테랑 입시원장 ◈ ""비교할 수 없는 경쟁우위"" 010 .7754. 4088 (전국 모든지역 입시상담) blog.naver.com ​​ 50m© NAVER Corp.더보기 /OpenStreetMap지도 데이터x© NAVER Corp. /OpenStreetMap지도 컨트롤러 범례부동산거리읍,면,동시,군,구시,도국가 대치에이플러스영어학원 서울특별시 송파구 양재대로71길 14 우민빌딩 3층 대치에이플러스 영어학원 ​​",댓글없음,0
명일동 영어학원 고등 중등 영어 SKY 명문대 선생님들이 빈틈없이 관리해주니 좋아요,기상충,2025-08-17 22:23:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928228?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"​​명일동 영어학원 고등 중등 영어학원강동 명일동 고덕동 지역에서 철두철미한관리로 입소문 난 영어전문학원을 소개해요​명문대 영어교육과 사범대 출신 베테랑 강사진과 조교진이반정원 10명 이내 소수정예 규모로 빈틈없이 관리하는 학원​명일역 4번출구 인근에 위치한대치에이플러스 학원 강동본원입니다​​ ​​ ​​명일동 고등 중등 영어학원 선택에 고민이라면?자신 있게 추천하는 대치에이플러스 학원 강동본원​​[시험에 강한 학원! 진학에 강한 학원!]대치에이플러스 강동본원​​영어 수학 그리고 고입 대입 입시 진로진학 컨설팅까지대치동 유명강사 출신 원장님과 실력파 강사진이 함께​즐거운 분위기 속에서 운영하고 있는 학원이라고 해서자세히 그 시스템을 들여다보았어요​​ ​ 당일깨기 시스템 ​​신명중 신암중 강일중 명일중 천호중 고덕중 성덕여중성덕고 명일여고 상일여고 한영고 광문고 배재고​중고등부 강동구 최고의 실력파 강사진과 조교진고려대 연세대 이화여대 한양대 영어영문학과 / 영어교육과출신 강사진과 더블 시너지를 내고 있는 명문대 조교진​​[시험에 강한 학원! 진학에 강한 학원!]대치에이플러스 강동본원​​문법 독해 구문 듣기 어휘 통합영어의 진수진정한 영어력을 길러주는 이 학원만의 독창적인 교육시스템이정말 좋아 보여요​​​ ​​​ 당일 배운 내용을 당일 복습하고 귀가하는일명 ""당일깨기시스템""으로 유명한 이 학원은송파와 강동 지점을 운영하며 탄탄한 영어교육프로그램을 갖추고 있어요​중고등 입시전문으로 영어학원을 확장해왔으며원장님은 대치동 지역에서 전국구 입시 컨설팅을 오랫동안 해오신방법을 아는 전문가다운 면모를 보여주는 입시 학원이에요​​상담문의 010-7754-4088​​ 관리형 독서실 동시 운영 ​​ 관리형 독서실 동시 운영 ​​​ 대치에이플러스 학원 강동관 010-7754-4088 ​​ ​​영어 점수에 정체기가 심하게 왔다면?기초가 부실하여 심화 과정을 어려워 한다면?​단어를 백날 외워도 맨날 제자리걸음 같다면?독해를 할 때 집중이 잘 안되는 학생이라면?​영어와 국어를 동시에 잘하고 싶은 학생이라면??더욱 대치에이플러스 학원이 필요한 이유입니다!!​논리와 패턴, 언어적 사고력을 제대로정립해주는 특별한 교수법이 기다립니다.​ ​고려대 출신 원장단과명문대 사범대 명품 강사진과 조교진그리고, 체계적인 수준별 교육 커리큘럼이 기다립니다!​망설이는 순간, 늦어질 수 있어요,제대로 된 학원에서제대로 된 실력, 한 번 제대로 갖춰봅시다!!​​​​ 고덕동 영어학원 탁월한 강의력과 탄탄한 관리력을 선보이는 [대치에이플러스 학원 강동구 입시전문학원 :: 25-1 신암중 3학년 내신 출제경향 입체분석] 대치에이플러스 학원 강동본원 신규 입학생 (재원생) 특전 ∨ 입학 전 (무료) 레벨테스트 및 학습컨설팅 + ... blog.naver.com ​​ 명일동 영어학원 (명일역 인근) 중고등부 입시영어학원 I 명일여고1 25년 1학기 기말내신 분석 I by 고등부 윤수인 강사 강동구 명일여고 1학년 2025년 1학기 기말고사 상세 분석 및 대비 방안 (윤수인T) ❤️ 대치에이플러스 학... blog.naver.com ​강동구에서 학교별 전문성을 탄탄히 갖춘 학원을 찾는다면?강동구에서 영어와 수학 입시에 강한 학원을 찾는다면?강동구에서 대학 잘 보내는 학원을 찾는다면?​ ​강동구에서 좋은 선생님을 만나고 싶다면?인생 멘토 & 인생 티처 ^^​[시험에 강한 학원! 진학에 강한 학원!]대치에이플러스 강동본원으로 오세요!​​ ​​ ​상담문의 010-7754-4088상담문의 010-7754-4088상담문의 010-7754-4088​​ 50m© NAVER Corp.더보기 /OpenStreetMap지도 데이터x© NAVER Corp. /OpenStreetMap지도 컨트롤러 범례부동산거리읍,면,동시,군,구시,도국가 대치에이플러스학원 강동본원 서울특별시 강동구 양재대로 1604 201호 ​",댓글없음,0
